"bg","N","w1","prob","w2"
"keeping your",5,"keeping",2.13990163300173e-06,"your"
"keeps a",5,"keeps",2.13990163300173e-06,"a"
"keeps getting",6,"keeps",2.56788195960208e-06,"getting"
"keeps his",6,"keeps",2.56788195960208e-06,"his"
"keeps me",8,"keeps",3.42384261280277e-06,"me"
"keeps on",7,"keeps",2.99586228620243e-06,"on"
"keeps the",13,"keeps",5.56374424580451e-06,"the"
"kelly and",5,"kelly",2.13990163300173e-06,"and"
"kelly said",6,"kelly",2.56788195960208e-06,"said"
"kentucky derby",12,"kentucky",5.13576391920416e-06,"derby"
"kept a",8,"kept",3.42384261280277e-06,"a"
"kept getting",11,"kept",4.70778359260381e-06,"getting"
"kept her",6,"kept",2.56788195960208e-06,"her"
"kept him",8,"kept",3.42384261280277e-06,"him"
"kept his",6,"kept",2.56788195960208e-06,"his"
"kept in",10,"kept",4.27980326600347e-06,"in"
"kept it",6,"kept",2.56788195960208e-06,"it"
"kept me",9,"kept",3.85182293940312e-06,"me"
"kept my",10,"kept",4.27980326600347e-06,"my"
"kept on",10,"kept",4.27980326600347e-06,"on"
"kept saying",6,"kept",2.56788195960208e-06,"saying"
"kept the",15,"kept",6.4197048990052e-06,"the"
"kept their",6,"kept",2.56788195960208e-06,"their"
"kept them",5,"kept",2.13990163300173e-06,"them"
"kept thinking",6,"kept",2.56788195960208e-06,"thinking"
"kept up",8,"kept",3.42384261280277e-06,"up"
"kept us",5,"kept",2.13990163300173e-06,"us"
"kevin durant",8,"kevin",3.42384261280277e-06,"durant"
"kevin johnson",5,"kevin",2.13990163300173e-06,"johnson"
"kevin smith",5,"kevin",2.13990163300173e-06,"smith"
"key is",8,"key",3.42384261280277e-06,"is"
"key role",6,"key",2.56788195960208e-06,"role"
"key to",54,"key",2.31109376364187e-05,"to"
"key west",7,"key",2.99586228620243e-06,"west"
"keys and",8,"keys",3.42384261280277e-06,"and"
"keys to",10,"keys",4.27980326600347e-06,"to"
"kick and",5,"kick",2.13990163300173e-06,"and"
"kick ass",10,"kick",4.27980326600347e-06,"ass"
"kick in",21,"kick",8.98758685860728e-06,"in"
"kick it",5,"kick",2.13990163300173e-06,"it"
"kick off",17,"kick",7.2756655522059e-06,"off"
"kick some",6,"kick",2.56788195960208e-06,"some"
"kick the",7,"kick",2.99586228620243e-06,"the"
"kick your",6,"kick",2.56788195960208e-06,"your"
"kicked in",6,"kicked",2.56788195960208e-06,"in"
"kicked off",9,"kicked",3.85182293940312e-06,"off"
"kicked out",7,"kicked",2.99586228620243e-06,"out"
"kicking it",5,"kicking",2.13990163300173e-06,"it"
"kicking my",5,"kicking",2.13990163300173e-06,"my"
"kicking off",12,"kicking",5.13576391920416e-06,"off"
"kicks off",16,"kicks",6.84768522560555e-06,"off"
"kid a",5,"kid",2.13990163300173e-06,"a"
"kid and",11,"kid",4.70778359260381e-06,"and"
"kid but",6,"kid",2.56788195960208e-06,"but"
"kid i",11,"kid",4.70778359260381e-06,"i"
"kid in",10,"kid",4.27980326600347e-06,"in"
"kid is",10,"kid",4.27980326600347e-06,"is"
"kid on",5,"kid",2.13990163300173e-06,"on"
"kid that",10,"kid",4.27980326600347e-06,"that"
"kid to",6,"kid",2.56788195960208e-06,"to"
"kid who",9,"kid",3.85182293940312e-06,"who"
"kidding me",14,"kidding",5.99172457240486e-06,"me"
"kids a",9,"kids",3.85182293940312e-06,"a"
"kids all",8,"kids",3.42384261280277e-06,"all"
"kids and",56,"kids",2.39668982896194e-05,"and"
"kids are",40,"kids",1.71192130640139e-05,"are"
"kids at",8,"kids",3.42384261280277e-06,"at"
"kids but",5,"kids",2.13990163300173e-06,"but"
"kids do",5,"kids",2.13990163300173e-06,"do"
"kids for",7,"kids",2.99586228620243e-06,"for"
"kids from",9,"kids",3.85182293940312e-06,"from"
"kids go",5,"kids",2.13990163300173e-06,"go"
"kids had",5,"kids",2.13990163300173e-06,"had"
"kids have",11,"kids",4.70778359260381e-06,"have"
"kids i",11,"kids",4.70778359260381e-06,"i"
"kids im",6,"kids",2.56788195960208e-06,"im"
"kids in",25,"kids",1.06995081650087e-05,"in"
"kids it",5,"kids",2.13990163300173e-06,"it"
"kids love",6,"kids",2.56788195960208e-06,"love"
"kids of",8,"kids",3.42384261280277e-06,"of"
"kids on",6,"kids",2.56788195960208e-06,"on"
"kids or",6,"kids",2.56788195960208e-06,"or"
"kids out",6,"kids",2.56788195960208e-06,"out"
"kids that",11,"kids",4.70778359260381e-06,"that"
"kids the",7,"kids",2.99586228620243e-06,"the"
"kids think",5,"kids",2.13990163300173e-06,"think"
"kids to",39,"kids",1.66912327374135e-05,"to"
"kids we",7,"kids",2.99586228620243e-06,"we"
"kids were",18,"kids",7.70364587880624e-06,"were"
"kids who",16,"kids",6.84768522560555e-06,"who"
"kids will",10,"kids",4.27980326600347e-06,"will"
"kids with",7,"kids",2.99586228620243e-06,"with"
"kill a",9,"kill",3.85182293940312e-06,"a"
"kill him",7,"kill",2.99586228620243e-06,"him"
"kill it",13,"kill",5.56374424580451e-06,"it"
"kill me",20,"kill",8.55960653200694e-06,"me"
"kill myself",5,"kill",2.13990163300173e-06,"myself"
"kill the",20,"kill",8.55960653200694e-06,"the"
"kill them",6,"kill",2.56788195960208e-06,"them"
"kill your",5,"kill",2.13990163300173e-06,"your"
"killed a",13,"killed",5.56374424580451e-06,"a"
"killed and",11,"killed",4.70778359260381e-06,"and"
"killed at",6,"killed",2.56788195960208e-06,"at"
"killed by",22,"killed",9.41556718520763e-06,"by"
"killed him",7,"killed",2.99586228620243e-06,"him"
"killed in",26,"killed",1.1127488491609e-05,"in"
"killed it",12,"killed",5.13576391920416e-06,"it"
"killed me",9,"killed",3.85182293940312e-06,"me"
"killed the",13,"killed",5.56374424580451e-06,"the"
"killed two",6,"killed",2.56788195960208e-06,"two"
"killing it",5,"killing",2.13990163300173e-06,"it"
"killing me",17,"killing",7.2756655522059e-06,"me"
"killing of",12,"killing",5.13576391920416e-06,"of"
"killing the",7,"killing",2.99586228620243e-06,"the"
"killing was",5,"killing",2.13990163300173e-06,"was"
"kim jong",9,"kim",3.85182293940312e-06,"jong"
"kim kardashian",11,"kim",4.70778359260381e-06,"kardashian"
"kind and",8,"kind",3.42384261280277e-06,"and"
"kind enough",6,"kind",2.56788195960208e-06,"enough"
"kind of",577,"kind",0.0002469446484484,"of"
"kind that",10,"kind",4.27980326600347e-06,"that"
"kind to",15,"kind",6.4197048990052e-06,"to"
"kind words",24,"kind",1.02715278384083e-05,"words"
"kinda like",9,"kinda",3.85182293940312e-06,"like"
"kindle and",9,"kindle",3.85182293940312e-06,"and"
"kinds of",55,"kinds",2.35389179630191e-05,"of"
"king and",14,"king",5.99172457240486e-06,"and"
"king but",5,"king",2.13990163300173e-06,"but"
"king in",5,"king",2.13990163300173e-06,"in"
"king is",6,"king",2.56788195960208e-06,"is"
"king jr",16,"king",6.84768522560555e-06,"jr"
"king of",23,"king",9.84354751180798e-06,"of"
"king said",6,"king",2.56788195960208e-06,"said"
"kingdom of",18,"kingdom",7.70364587880624e-06,"of"
"kings and",6,"kings",2.56788195960208e-06,"and"
"kiss and",8,"kiss",3.42384261280277e-06,"and"
"kiss me",6,"kiss",2.56788195960208e-06,"me"
"kiss my",7,"kiss",2.99586228620243e-06,"my"
"kiss the",7,"kiss",2.99586228620243e-06,"the"
"kit for",5,"kit",2.13990163300173e-06,"for"
"kitchen and",15,"kitchen",6.4197048990052e-06,"and"
"kitchen floor",6,"kitchen",2.56788195960208e-06,"floor"
"kitchen for",5,"kitchen",2.13990163300173e-06,"for"
"kitchen table",7,"kitchen",2.99586228620243e-06,"table"
"knack for",6,"knack",2.56788195960208e-06,"for"
"knee and",10,"knee",4.27980326600347e-06,"and"
"knee injury",9,"knee",3.85182293940312e-06,"injury"
"knee surgery",5,"knee",2.13990163300173e-06,"surgery"
"knees and",5,"knees",2.13990163300173e-06,"and"
"knew a",8,"knew",3.42384261280277e-06,"a"
"knew about",22,"knew",9.41556718520763e-06,"about"
"knew he",17,"knew",7.2756655522059e-06,"he"
"knew his",6,"knew",2.56788195960208e-06,"his"
"knew how",19,"knew",8.13162620540659e-06,"how"
"knew i",34,"knew",1.45513311044118e-05,"i"
"knew it",48,"knew",2.05430556768166e-05,"it"
"knew nothing",5,"knew",2.13990163300173e-06,"nothing"
"knew of",5,"knew",2.13990163300173e-06,"of"
"knew she",17,"knew",7.2756655522059e-06,"she"
"knew that",51,"knew",2.18269966566177e-05,"that"
"knew the",40,"knew",1.71192130640139e-05,"the"
"knew there",7,"knew",2.99586228620243e-06,"there"
"knew they",7,"knew",2.99586228620243e-06,"they"
"knew this",10,"knew",4.27980326600347e-06,"this"
"knew we",7,"knew",2.99586228620243e-06,"we"
"knew what",37,"knew",1.58352720842128e-05,"what"
"knew when",6,"knew",2.56788195960208e-06,"when"
"knew who",7,"knew",2.99586228620243e-06,"who"
"knew you",9,"knew",3.85182293940312e-06,"you"
"knife and",7,"knife",2.99586228620243e-06,"and"
"knock me",5,"knock",2.13990163300173e-06,"me"
"knock off",5,"knock",2.13990163300173e-06,"off"
"knock on",10,"knock",4.27980326600347e-06,"on"
"knocked out",11,"knocked",4.70778359260381e-06,"out"
"know a",32,"know",1.36953704512111e-05,"a"
"know about",76,"know",3.25265048216264e-05,"about"
"know all",8,"know",3.42384261280277e-06,"all"
"know and",41,"know",1.75471933906142e-05,"and"
"know any",13,"know",5.56374424580451e-06,"any"
"know anyone",8,"know",3.42384261280277e-06,"anyone"
"know anything",6,"know",2.56788195960208e-06,"anything"
"know are",7,"know",2.99586228620243e-06,"are"
"know as",10,"know",4.27980326600347e-06,"as"
"know at",6,"know",2.56788195960208e-06,"at"
"know because",7,"know",2.99586228620243e-06,"because"
"know better",13,"know",5.56374424580451e-06,"better"
"know but",31,"know",1.32673901246108e-05,"but"
"know by",11,"know",4.70778359260381e-06,"by"
"know each",7,"know",2.99586228620243e-06,"each"
"know enough",5,"know",2.13990163300173e-06,"enough"
"know everything",10,"know",4.27980326600347e-06,"everything"
"know exactly",14,"know",5.99172457240486e-06,"exactly"
"know for",21,"know",8.98758685860728e-06,"for"
"know from",13,"know",5.56374424580451e-06,"from"
"know he",25,"know",1.06995081650087e-05,"he"
"know her",12,"know",5.13576391920416e-06,"her"
"know hes",6,"know",2.56788195960208e-06,"hes"
"know him",17,"know",7.2756655522059e-06,"him"
"know his",11,"know",4.70778359260381e-06,"his"
"know how",222,"know",9.5011632505277e-05,"how"
"know i",191,"know",8.17442423806662e-05,"i"
"know if",142,"know",6.07732063772492e-05,"if"
"know ill",5,"know",2.13990163300173e-06,"ill"
"know im",51,"know",2.18269966566177e-05,"im"
"know in",10,"know",4.27980326600347e-06,"in"
"know is",27,"know",1.15554688182094e-05,"is"
"know it",103,"know",4.40819736398357e-05,"it"
"know its",57,"know",2.43948786162198e-05,"its"
"know ive",9,"know",3.85182293940312e-06,"ive"
"know just",12,"know",5.13576391920416e-06,"just"
"know lol",6,"know",2.56788195960208e-06,"lol"
"know many",5,"know",2.13990163300173e-06,"many"
"know me",23,"know",9.84354751180798e-06,"me"
"know more",11,"know",4.70778359260381e-06,"more"
"know much",7,"know",2.99586228620243e-06,"much"
"know my",38,"know",1.62632524108132e-05,"my"
"know no",5,"know",2.13990163300173e-06,"no"
"know not",6,"know",2.56788195960208e-06,"not"
"know nothing",12,"know",5.13576391920416e-06,"nothing"
"know now",8,"know",3.42384261280277e-06,"now"
"know of",36,"know",1.54072917576125e-05,"of"
"know on",5,"know",2.13990163300173e-06,"on"
"know one",10,"know",4.27980326600347e-06,"one"
"know or",8,"know",3.42384261280277e-06,"or"
"know our",6,"know",2.56788195960208e-06,"our"
"know people",7,"know",2.99586228620243e-06,"people"
"know right",27,"know",1.15554688182094e-05,"right"
"know she",9,"know",3.85182293940312e-06,"she"
"know so",9,"know",3.85182293940312e-06,"so"
"know some",16,"know",6.84768522560555e-06,"some"
"know someone",12,"know",5.13576391920416e-06,"someone"
"know something",9,"know",3.85182293940312e-06,"something"
"know thanks",13,"know",5.56374424580451e-06,"thanks"
"know that",295,"know",0.000126254196347102,"that"
"know thats",12,"know",5.13576391920416e-06,"thats"
"know the",170,"know",7.2756655522059e-05,"the"
"know them",7,"know",2.99586228620243e-06,"them"
"know there",17,"know",7.2756655522059e-06,"there"
"know theres",9,"know",3.85182293940312e-06,"theres"
"know these",7,"know",2.99586228620243e-06,"these"
"know they",35,"know",1.49793114310121e-05,"they"
"know theyre",7,"know",2.99586228620243e-06,"theyre"
"know things",5,"know",2.13990163300173e-06,"things"
"know this",44,"know",1.88311343704153e-05,"this"
"know those",10,"know",4.27980326600347e-06,"those"
"know to",13,"know",5.56374424580451e-06,"to"
"know until",6,"know",2.56788195960208e-06,"until"
"know we",50,"know",2.13990163300173e-05,"we"
"know well",5,"know",2.13990163300173e-06,"well"
"know were",9,"know",3.85182293940312e-06,"were"
"know what",353,"know",0.000151077055289922,"what"
"know whats",20,"know",8.55960653200694e-06,"whats"
"know when",64,"know",2.73907409024222e-05,"when"
"know where",61,"know",2.61067999226212e-05,"where"
"know whether",14,"know",5.99172457240486e-06,"whether"
"know which",12,"know",5.13576391920416e-06,"which"
"know who",67,"know",2.86746818822232e-05,"who"
"know why",48,"know",2.05430556768166e-05,"why"
"know with",7,"know",2.99586228620243e-06,"with"
"know you",129,"know",5.52094621314447e-05,"you"
"know your",27,"know",1.15554688182094e-05,"your"
"know youre",30,"know",1.28394097980104e-05,"youre"
"know youve",8,"know",3.42384261280277e-06,"youve"
"knowing how",6,"knowing",2.56788195960208e-06,"how"
"knowing i",5,"knowing",2.13990163300173e-06,"i"
"knowing it",5,"knowing",2.13990163300173e-06,"it"
"knowing that",39,"knowing",1.66912327374135e-05,"that"
"knowing the",10,"knowing",4.27980326600347e-06,"the"
"knowing what",14,"knowing",5.99172457240486e-06,"what"
"knowing you",9,"knowing",3.85182293940312e-06,"you"
"knowledge and",13,"knowledge",5.56374424580451e-06,"and"
"knowledge is",7,"knowledge",2.99586228620243e-06,"is"
"knowledge of",29,"knowledge",1.24114294714101e-05,"of"
"knowledge that",8,"knowledge",3.42384261280277e-06,"that"
"known and",13,"known",5.56374424580451e-06,"and"
"known as",137,"known",5.86333047442475e-05,"as"
"known for",46,"known",1.9687095023616e-05,"for"
"known that",6,"known",2.56788195960208e-06,"that"
"known the",7,"known",2.99586228620243e-06,"the"
"known to",30,"known",1.28394097980104e-05,"to"
"knows a",7,"knows",2.99586228620243e-06,"a"
"knows about",6,"knows",2.56788195960208e-06,"about"
"knows he",8,"knows",3.42384261280277e-06,"he"
"knows how",31,"knows",1.32673901246108e-05,"how"
"knows i",11,"knows",4.70778359260381e-06,"i"
"knows it",16,"knows",6.84768522560555e-06,"it"
"knows she",5,"knows",2.13990163300173e-06,"she"
"knows that",31,"knows",1.32673901246108e-05,"that"
"knows the",25,"knows",1.06995081650087e-05,"the"
"knows this",5,"knows",2.13990163300173e-06,"this"
"knows what",34,"knows",1.45513311044118e-05,"what"
"knows when",7,"knows",2.99586228620243e-06,"when"
"knows where",6,"knows",2.56788195960208e-06,"where"
"knows who",5,"knows",2.13990163300173e-06,"who"
"kobe bryant",11,"kobe",4.70778359260381e-06,"bryant"
"kool aid",7,"kool",2.99586228620243e-06,"aid"
"kosher salt",6,"kosher",2.56788195960208e-06,"salt"
"kuala lumpur",5,"kuala",2.13990163300173e-06,"lumpur"
"kudos to",14,"kudos",5.99172457240486e-06,"to"
"kurt cobain",5,"kurt",2.13990163300173e-06,"cobain"
"la carte",5,"la",2.13990163300173e-06,"carte"
"la for",6,"la",2.56788195960208e-06,"for"
"la is",5,"la",2.13990163300173e-06,"is"
"la jolla",6,"la",2.56788195960208e-06,"jolla"
"la la",17,"la",7.2756655522059e-06,"la"
"la russa",6,"la",2.56788195960208e-06,"russa"
"labor and",9,"labor",3.85182293940312e-06,"and"
"labor day",25,"labor",1.06995081650087e-05,"day"
"labor department",6,"labor",2.56788195960208e-06,"department"
"labor market",5,"labor",2.13990163300173e-06,"market"
"labor relations",5,"labor",2.13990163300173e-06,"relations"
"laced with",5,"laced",2.13990163300173e-06,"with"
"lack of",154,"lack",6.59089702964534e-05,"of"
"lack thereof",9,"lack",3.85182293940312e-06,"thereof"
"lacking in",7,"lacking",2.99586228620243e-06,"in"
"lacks the",5,"lacks",2.13990163300173e-06,"the"
"laden is",5,"laden",2.13990163300173e-06,"is"
"laden with",7,"laden",2.99586228620243e-06,"with"
"ladies and",20,"ladies",8.55960653200694e-06,"and"
"ladies for",5,"ladies",2.13990163300173e-06,"for"
"ladies night",7,"ladies",2.99586228620243e-06,"night"
"lady and",9,"lady",3.85182293940312e-06,"and"
"lady at",5,"lady",2.13990163300173e-06,"at"
"lady gaga",19,"lady",8.13162620540659e-06,"gaga"
"lady i",5,"lady",2.13990163300173e-06,"i"
"lady in",7,"lady",2.99586228620243e-06,"in"
"lady of",7,"lady",2.99586228620243e-06,"of"
"lady on",6,"lady",2.56788195960208e-06,"on"
"lady who",6,"lady",2.56788195960208e-06,"who"
"laid back",10,"laid",4.27980326600347e-06,"back"
"laid off",23,"laid",9.84354751180798e-06,"off"
"laid out",14,"laid",5.99172457240486e-06,"out"
"laid the",5,"laid",2.13990163300173e-06,"the"
"lake and",10,"lake",4.27980326600347e-06,"and"
"lake city",5,"lake",2.13990163300173e-06,"city"
"lake county",16,"lake",6.84768522560555e-06,"county"
"lake erie",8,"lake",3.42384261280277e-06,"erie"
"lake oswego",8,"lake",3.42384261280277e-06,"oswego"
"lake tahoe",6,"lake",2.56788195960208e-06,"tahoe"
"laker fans",6,"laker",2.56788195960208e-06,"fans"
"lakers and",5,"lakers",2.13990163300173e-06,"and"
"lakers are",5,"lakers",2.13990163300173e-06,"are"
"lakers game",6,"lakers",2.56788195960208e-06,"game"
"lakes and",5,"lakes",2.13990163300173e-06,"and"
"lamarcus aldridge",8,"lamarcus",3.42384261280277e-06,"aldridge"
"lamichael james",7,"lamichael",2.99586228620243e-06,"james"
"lana del",6,"lana",2.56788195960208e-06,"del"
"land and",12,"land",5.13576391920416e-06,"and"
"land for",5,"land",2.13990163300173e-06,"for"
"land in",9,"land",3.85182293940312e-06,"in"
"land is",7,"land",2.99586228620243e-06,"is"
"land of",18,"land",7.70364587880624e-06,"of"
"land rover",5,"land",2.13990163300173e-06,"rover"
"land the",7,"land",2.99586228620243e-06,"the"
"land to",5,"land",2.13990163300173e-06,"to"
"land which",5,"land",2.13990163300173e-06,"which"
"landed a",6,"landed",2.56788195960208e-06,"a"
"landed in",17,"landed",7.2756655522059e-06,"in"
"landed on",9,"landed",3.85182293940312e-06,"on"
"landing a",7,"landing",2.99586228620243e-06,"a"
"landing in",5,"landing",2.13990163300173e-06,"in"
"landscape of",6,"landscape",2.56788195960208e-06,"of"
"landscape that",5,"landscape",2.13990163300173e-06,"that"
"lane and",9,"lane",3.85182293940312e-06,"and"
"language and",25,"language",1.06995081650087e-05,"and"
